00:00:00.042988 Send to PLC Delay Applied, 50 ms
00:13:28.899121 Send to PLC Delay Applied, 50 ms
00:13:29.378939 Send to PLC Delay Applied, 50 ms
00:13:29.904645 Send to PLC Delay Applied, 50 ms
00:13:30.437201 Send to PLC Delay Applied, 50 ms
00:13:30.973798 Send to PLC Delay Applied, 50 ms
00:13:31.024417 Send to PLC Delay Applied, 50 ms
00:13:31.503275 Send to PLC Delay Applied, 50 ms
00:13:31.553959 Send to PLC Delay Applied, 50 ms
00:13:32.045700 Send to PLC Delay Applied, 50 ms
00:13:32.566523 Send to PLC Delay Applied, 50 ms
00:13:33.102855 Send to PLC Delay Applied, 50 ms
00:13:33.152889 Send to PLC Delay Applied, 50 ms
00:13:33.636653 Send to PLC Delay Applied, 50 ms
00:13:34.166072 Send to PLC Delay Applied, 50 ms
00:13:34.692783 Send to PLC Delay Applied, 50 ms
00:13:35.227137 Send to PLC Delay Applied, 50 ms
00:13:35.281245 Send to PLC Delay Applied, 50 ms
00:13:35.762733 Send to PLC Delay Applied, 50 ms
00:13:35.812784 Send to PLC Delay Applied, 50 ms
00:13:36.297253 Send to PLC Delay Applied, 50 ms
00:13:36.823213 Send to PLC Delay Applied, 50 ms
00:13:37.364451 Send to PLC Delay Applied, 50 ms
00:13:37.415356 Send to PLC Delay Applied, 50 ms
00:13:37.890255 Send to PLC Delay Applied, 50 ms
00:13:37.941163 Send to PLC Delay Applied, 50 ms
00:13:38.420648 Send to PLC Delay Applied, 50 ms
00:13:38.952260 Send to PLC Delay Applied, 50 ms
00:13:39.481997 Send to PLC Delay Applied, 50 ms
00:13:39.532904 Send to PLC Delay Applied, 50 ms
00:13:40.018559 Send to PLC Delay Applied, 50 ms
00:13:40.545150 Send to PLC Delay Applied, 50 ms
00:13:41.077708 Send to PLC Delay Applied, 50 ms
00:13:41.607163 Send to PLC Delay Applied, 50 ms
00:13:41.659045 Send to PLC Delay Applied, 50 ms
00:13:42.142820 Send to PLC Delay Applied, 50 ms
00:13:42.672295 Send to PLC Delay Applied, 50 ms
00:13:42.723203 Send to PLC Delay Applied, 50 ms
00:13:43.202037 Send to PLC Delay Applied, 50 ms
00:13:43.735590 Send to PLC Delay Applied, 50 ms
00:13:43.786220 Send to PLC Delay Applied, 50 ms
00:13:44.266195 Send to PLC Delay Applied, 50 ms
00:13:44.317119 Send to PLC Delay Applied, 50 ms
00:13:44.801777 Send to PLC Delay Applied, 50 ms
00:13:45.330382 Send to PLC Delay Applied, 50 ms
00:13:45.862923 Send to PLC Delay Applied, 50 ms
00:13:45.913778 Send to PLC Delay Applied, 50 ms
00:13:46.395509 Send to PLC Delay Applied, 50 ms
00:13:46.930895 Send to PLC Delay Applied, 50 ms
00:13:47.465448 Send to PLC Delay Applied, 50 ms
00:13:47.517402 Send to PLC Delay Applied, 50 ms
00:13:47.987199 Send to PLC Delay Applied, 50 ms
00:13:48.037938 Send to PLC Delay Applied, 50 ms
00:13:48.516834 Send to PLC Delay Applied, 50 ms
00:13:48.567471 Send to PLC Delay Applied, 50 ms
00:13:49.056396 Send to PLC Delay Applied, 50 ms
00:13:49.597796 Send to PLC Delay Applied, 50 ms
00:13:50.115495 Send to PLC Delay Applied, 50 ms
00:13:50.168388 Send to PLC Delay Applied, 50 ms
00:13:50.654113 Send to PLC Delay Applied, 50 ms
00:13:51.186748 Send to PLC Delay Applied, 50 ms
00:13:51.237596 Send to PLC Delay Applied, 50 ms
00:13:51.710044 Send to PLC Delay Applied, 50 ms
00:13:51.761978 Send to PLC Delay Applied, 50 ms
00:13:52.245616 Send to PLC Delay Applied, 50 ms
00:13:52.296554 Send to PLC Delay Applied, 50 ms
00:13:52.776455 Send to PLC Delay Applied, 50 ms
00:13:53.309989 Send to PLC Delay Applied, 50 ms
00:13:53.846544 Send to PLC Delay Applied, 50 ms
00:13:54.375154 Send to PLC Delay Applied, 50 ms
00:13:54.908732 Send to PLC Delay Applied, 50 ms
00:13:55.439291 Send to PLC Delay Applied, 50 ms
00:13:55.968647 Send to PLC Delay Applied, 50 ms
00:13:56.502420 Send to PLC Delay Applied, 50 ms
00:13:56.553069 Send to PLC Delay Applied, 50 ms
00:13:57.032063 Send to PLC Delay Applied, 50 ms
00:13:57.558633 Send to PLC Delay Applied, 50 ms
00:13:58.094169 Send to PLC Delay Applied, 50 ms
00:13:58.626800 Send to PLC Delay Applied, 50 ms
00:13:59.159368 Send to PLC Delay Applied, 50 ms
00:13:59.214246 Send to PLC Delay Applied, 50 ms
00:13:59.698659 Send to PLC Delay Applied, 50 ms
00:14:00.220491 Send to PLC Delay Applied, 50 ms
00:14:00.754197 Send to PLC Delay Applied, 50 ms
00:14:01.287657 Send to PLC Delay Applied, 50 ms
00:14:01.814248 Send to PLC Delay Applied, 50 ms
00:14:01.864917 Send to PLC Delay Applied, 50 ms
00:14:02.349612 Send to PLC Delay Applied, 50 ms
00:14:02.883440 Send to PLC Delay Applied, 50 ms
00:14:03.407779 Send to PLC Delay Applied, 50 ms
00:14:03.942310 Send to PLC Delay Applied, 50 ms
00:14:04.478907 Send to PLC Delay Applied, 50 ms
00:14:05.005720 Send to PLC Delay Applied, 50 ms
00:14:05.813358 Send to PLC Delay Applied, 50 ms
00:14:17.733679 Send to PLC Delay Applied, 50 ms
00:14:18.689858 Send to PLC Delay Applied, 50 ms
00:14:19.415961 Send to PLC Delay Applied, 50 ms
00:14:20.035278 Send to PLC Delay Applied, 50 ms
00:14:20.574856 Send to PLC Delay Applied, 50 ms
00:14:20.625917 Send to PLC Delay Applied, 50 ms
00:14:21.104383 Send to PLC Delay Applied, 50 ms
00:14:21.639206 Send to PLC Delay Applied, 50 ms
00:14:22.172563 Send to PLC Delay Applied, 50 ms
00:14:22.699397 Send to PLC Delay Applied, 50 ms
00:14:22.750250 Send to PLC Delay Applied, 50 ms
00:14:23.233995 Send to PLC Delay Applied, 50 ms
00:14:23.762346 Send to PLC Delay Applied, 50 ms
00:14:23.812406 Send to PLC Delay Applied, 50 ms
00:14:24.295887 Send to PLC Delay Applied, 50 ms
00:14:24.831650 Send to PLC Delay Applied, 50 ms
00:14:24.882286 Send to PLC Delay Applied, 50 ms
00:14:25.359305 Send to PLC Delay Applied, 50 ms
00:14:25.921535 Send to PLC Delay Applied, 50 ms
00:14:25.971597 Send to PLC Delay Applied, 50 ms
00:14:27.111592 Send to PLC Delay Applied, 50 ms
00:14:57.370361 Send to PLC Delay Applied, 50 ms
00:14:57.422269 Send to PLC Delay Applied, 50 ms
00:14:58.315942 Send to PLC Delay Applied, 50 ms
00:14:59.045173 Send to PLC Delay Applied, 50 ms
00:14:59.095771 Send to PLC Delay Applied, 50 ms
00:14:59.655517 Send to PLC Delay Applied, 50 ms
00:15:00.223977 Send to PLC Delay Applied, 50 ms
00:15:17.896494 Send to PLC Delay Applied, 50 ms
00:15:19.795472 Send to PLC Delay Applied, 50 ms
00:15:20.734120 Send to PLC Delay Applied, 50 ms
00:15:21.454992 Send to PLC Delay Applied, 50 ms
00:15:22.065531 Send to PLC Delay Applied, 50 ms
00:15:22.608174 Send to PLC Delay Applied, 50 ms
00:15:23.143568 Send to PLC Delay Applied, 50 ms
00:15:23.194354 Send to PLC Delay Applied, 50 ms
00:15:23.665275 Send to PLC Delay Applied, 50 ms
00:15:24.201783 Send to PLC Delay Applied, 50 ms
00:15:24.252480 Send to PLC Delay Applied, 50 ms
00:15:24.733427 Send to PLC Delay Applied, 50 ms
00:15:24.784256 Send to PLC Delay Applied, 50 ms
00:15:25.264736 Send to PLC Delay Applied, 50 ms
00:15:25.315739 Send to PLC Delay Applied, 50 ms
00:15:25.796329 Send to PLC Delay Applied, 50 ms
00:15:25.846414 Send to PLC Delay Applied, 50 ms
00:15:26.329161 Send to PLC Delay Applied, 50 ms
00:15:26.856507 Send to PLC Delay Applied, 50 ms
00:15:26.907715 Send to PLC Delay Applied, 50 ms
00:15:27.393290 Send to PLC Delay Applied, 50 ms
00:15:27.919937 Send to PLC Delay Applied, 50 ms
00:15:27.970544 Send to PLC Delay Applied, 50 ms
00:15:28.456453 Send to PLC Delay Applied, 50 ms
00:15:28.984957 Send to PLC Delay Applied, 50 ms
00:15:29.034947 Send to PLC Delay Applied, 50 ms
00:15:29.515683 Send to PLC Delay Applied, 50 ms
00:15:30.052985 Send to PLC Delay Applied, 50 ms
00:15:30.584575 Send to PLC Delay Applied, 50 ms
00:15:31.119145 Send to PLC Delay Applied, 50 ms
00:15:31.642928 Send to PLC Delay Applied, 50 ms
00:15:32.181241 Send to PLC Delay Applied, 50 ms
00:15:32.234390 Send to PLC Delay Applied, 50 ms
00:15:32.707037 Send to PLC Delay Applied, 50 ms
00:15:32.758876 Send to PLC Delay Applied, 50 ms
00:15:33.242442 Send to PLC Delay Applied, 50 ms
00:15:33.769995 Send to PLC Delay Applied, 50 ms
00:15:33.820132 Send to PLC Delay Applied, 50 ms
00:15:34.304580 Send to PLC Delay Applied, 50 ms
00:15:34.837306 Send to PLC Delay Applied, 50 ms
00:15:34.890248 Send to PLC Delay Applied, 50 ms
00:15:35.371964 Send to PLC Delay Applied, 50 ms
00:15:35.900404 Send to PLC Delay Applied, 50 ms
00:15:36.432086 Send to PLC Delay Applied, 50 ms
00:15:36.482874 Send to PLC Delay Applied, 50 ms
00:15:36.962769 Send to PLC Delay Applied, 50 ms
00:15:37.013461 Send to PLC Delay Applied, 50 ms
00:15:37.492327 Send to PLC Delay Applied, 50 ms
00:15:38.021652 Send to PLC Delay Applied, 50 ms
00:15:38.075825 Send to PLC Delay Applied, 50 ms
00:15:38.563247 Send to PLC Delay Applied, 50 ms
00:15:39.086796 Send to PLC Delay Applied, 50 ms
00:15:39.137899 Send to PLC Delay Applied, 50 ms
00:15:39.621443 Send to PLC Delay Applied, 50 ms
00:15:40.156137 Send to PLC Delay Applied, 50 ms
00:15:40.688513 Send to PLC Delay Applied, 50 ms
00:15:40.740402 Send to PLC Delay Applied, 50 ms
00:15:41.214316 Send to PLC Delay Applied, 50 ms
00:15:41.265187 Send to PLC Delay Applied, 50 ms
00:15:41.751654 Send to PLC Delay Applied, 50 ms
00:15:41.802540 Send to PLC Delay Applied, 50 ms
00:15:42.280271 Send to PLC Delay Applied, 50 ms
00:15:42.330348 Send to PLC Delay Applied, 50 ms
00:15:42.816100 Send to PLC Delay Applied, 50 ms
00:15:43.341400 Send to PLC Delay Applied, 50 ms
00:15:43.394482 Send to PLC Delay Applied, 50 ms
00:15:43.877173 Send to PLC Delay Applied, 50 ms
00:15:44.410564 Send to PLC Delay Applied, 50 ms
00:15:44.939308 Send to PLC Delay Applied, 50 ms
00:15:45.474711 Send to PLC Delay Applied, 50 ms
00:15:46.008477 Send to PLC Delay Applied, 50 ms
00:15:46.061400 Send to PLC Delay Applied, 50 ms
00:15:46.537069 Send to PLC Delay Applied, 50 ms
00:15:47.065448 Send to PLC Delay Applied, 50 ms
00:15:47.598092 Send to PLC Delay Applied, 50 ms
00:15:48.131638 Send to PLC Delay Applied, 50 ms
00:15:48.182576 Send to PLC Delay Applied, 50 ms
00:15:48.667512 Send to PLC Delay Applied, 50 ms
00:15:48.718222 Send to PLC Delay Applied, 50 ms
00:15:49.192754 Send to PLC Delay Applied, 50 ms
00:15:49.244781 Send to PLC Delay Applied, 50 ms
00:15:49.722542 Send to PLC Delay Applied, 50 ms
00:15:50.258165 Send to PLC Delay Applied, 50 ms
00:15:50.786547 Send to PLC Delay Applied, 50 ms
00:15:51.326161 Send to PLC Delay Applied, 50 ms
00:15:51.376910 Send to PLC Delay Applied, 50 ms
00:15:51.857676 Send to PLC Delay Applied, 50 ms
00:15:51.907728 Send to PLC Delay Applied, 50 ms
00:15:52.379470 Send to PLC Delay Applied, 50 ms
00:15:52.909954 Send to PLC Delay Applied, 50 ms
00:15:52.960701 Send to PLC Delay Applied, 50 ms
00:15:53.450654 Send to PLC Delay Applied, 50 ms
00:15:53.977207 Send to PLC Delay Applied, 50 ms
00:15:54.028046 Send to PLC Delay Applied, 50 ms
00:15:54.505695 Send to PLC Delay Applied, 50 ms
00:15:55.044112 Send to PLC Delay Applied, 50 ms
00:15:55.094181 Send to PLC Delay Applied, 50 ms
00:15:55.577936 Send to PLC Delay Applied, 50 ms
00:15:56.107305 Send to PLC Delay Applied, 50 ms
00:15:56.159332 Send to PLC Delay Applied, 50 ms
00:15:56.638827 Send to PLC Delay Applied, 50 ms
00:15:57.173570 Send to PLC Delay Applied, 50 ms
00:15:57.698259 Send to PLC Delay Applied, 50 ms
00:15:58.238820 Send to PLC Delay Applied, 50 ms
00:15:58.289484 Send to PLC Delay Applied, 50 ms
00:15:58.764353 Send to PLC Delay Applied, 50 ms
00:15:58.815224 Send to PLC Delay Applied, 50 ms
00:15:59.297031 Send to PLC Delay Applied, 50 ms
00:15:59.825653 Send to PLC Delay Applied, 50 ms
00:15:59.876408 Send to PLC Delay Applied, 50 ms
00:16:00.364851 Send to PLC Delay Applied, 50 ms
00:16:00.892677 Send to PLC Delay Applied, 50 ms
00:16:01.430994 Send to PLC Delay Applied, 50 ms
00:16:01.957787 Send to PLC Delay Applied, 50 ms
00:16:02.484463 Send to PLC Delay Applied, 50 ms
00:16:03.018062 Send to PLC Delay Applied, 50 ms
00:16:03.068683 Send to PLC Delay Applied, 50 ms
00:16:03.548407 Send to PLC Delay Applied, 50 ms
00:16:04.088198 Send to PLC Delay Applied, 50 ms
00:16:04.614564 Send to PLC Delay Applied, 50 ms
00:16:05.147368 Send to PLC Delay Applied, 50 ms
00:16:05.677743 Send to PLC Delay Applied, 50 ms
00:16:05.729528 Send to PLC Delay Applied, 50 ms
00:16:06.209222 Send to PLC Delay Applied, 50 ms
00:16:06.739951 Send to PLC Delay Applied, 50 ms
00:16:07.279624 Send to PLC Delay Applied, 50 ms
00:16:07.813156 Send to PLC Delay Applied, 50 ms
00:16:08.338793 Send to PLC Delay Applied, 50 ms
00:16:08.870244 Send to PLC Delay Applied, 50 ms
00:16:08.921202 Send to PLC Delay Applied, 50 ms
00:16:09.398707 Send to PLC Delay Applied, 50 ms
00:16:09.935278 Send to PLC Delay Applied, 50 ms
00:16:10.461849 Send to PLC Delay Applied, 50 ms
00:16:10.997428 Send to PLC Delay Applied, 50 ms
00:16:11.048394 Send to PLC Delay Applied, 50 ms
00:16:11.529178 Send to PLC Delay Applied, 50 ms
00:16:12.055731 Send to PLC Delay Applied, 50 ms
00:16:12.592400 Send to PLC Delay Applied, 50 ms
00:16:13.122806 Send to PLC Delay Applied, 50 ms
00:16:13.660533 Send to PLC Delay Applied, 50 ms
00:16:14.183974 Send to PLC Delay Applied, 50 ms
00:16:14.233975 Send to PLC Delay Applied, 50 ms
00:16:14.720701 Send to PLC Delay Applied, 50 ms
00:16:15.251294 Send to PLC Delay Applied, 50 ms
00:16:15.782844 Send to PLC Delay Applied, 50 ms
00:16:16.315265 Send to PLC Delay Applied, 50 ms
00:16:16.366066 Send to PLC Delay Applied, 50 ms
00:16:16.848870 Send to PLC Delay Applied, 50 ms
00:16:17.382571 Send to PLC Delay Applied, 50 ms
00:16:17.909956 Send to PLC Delay Applied, 50 ms
00:16:18.440782 Send to PLC Delay Applied, 50 ms
00:16:18.491601 Send to PLC Delay Applied, 50 ms
00:16:18.972321 Send to PLC Delay Applied, 50 ms
00:16:19.022954 Send to PLC Delay Applied, 50 ms
00:16:19.507654 Send to PLC Delay Applied, 50 ms
00:16:20.038203 Send to PLC Delay Applied, 50 ms
00:16:20.089409 Send to PLC Delay Applied, 50 ms
00:16:20.571873 Send to PLC Delay Applied, 50 ms
00:16:21.103597 Send to PLC Delay Applied, 50 ms
00:16:21.631015 Send to PLC Delay Applied, 50 ms
00:16:22.162729 Send to PLC Delay Applied, 50 ms
00:16:22.701132 Send to PLC Delay Applied, 50 ms
00:16:22.752188 Send to PLC Delay Applied, 50 ms
00:16:23.221928 Send to PLC Delay Applied, 50 ms
00:16:23.763482 Send to PLC Delay Applied, 50 ms
00:16:24.299909 Send to PLC Delay Applied, 50 ms
00:16:24.821680 Send to PLC Delay Applied, 50 ms
00:16:25.358246 Send to PLC Delay Applied, 50 ms
